Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Men's adidas Sport Inspired Zeta 1.0 Shoes,CK9670,59.99,29.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Zeta 1.0 Shoes: The adidas Zeta 1.0 running-inspired shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its breathable knit upper ensures maximum ventilation. It's smart style details balance the clean design and the rubber outsole provides best durability.,3.1,48,2020-04-13 15:06:55,Men's product,footwear,medium popularity
Men's adidas Originals Temper Run Shoes,EE7740,129.99,77.99,40,Adidas ORIGINALS,"Men's adidas Originals Temper Run Shoes: Born in the '90s, built for today. These men's shoes have a chunky look with aggressive lines and flashy reflective details. The shock-absorbing adiPRENE midsole gets extra flexibility from a Torsion System Bar.",4.8,38,2020-04-13 15:06:55,Men's product,footwear,medium popularity
Men's adidas Originals Forest Grove Shoes,EE8969,79.99,47.99,40,Adidas ORIGINALS,"Men's adidas Originals Forest Grove Shoes: Inspired by a game-changing running shoes from the archives, this shoe is built for everyday wear. A suede upper shows off classic 3-Stripes styling. A mesh-wrapped EVA midsole echoes vintage looks from the archives.",3.3,38,2020-04-13 15:06:55,Men's product,footwear,medium popularity
MEN'S ADIDAS ORIGINALS CAMPUS SHOES,BZ0087,79.99,39.99,50,Adidas ORIGINALS,"MEN'S ADIDAS ORIGINALS CAMPUS SHOES: This men's classic sneaker stays close to its trendsetting '80s design, while staying modern for today's streets. Boasting a suede upper with contrast 3-Stripes and heel patch, these shoes feature a reinforced toe cap. The cupsole leaves a herringbone-pattern footprint for a retro twist.",2.0,62,2020-04-13 15:06:55,Men's product,footwear,high popularity
Men's adidas Sport Inspired Questar Flow Shoes,F36256,69.99,34.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Questar Flow Shoes: Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,2.2,80,2020-04-13 15:06:55,Men's product,footwear,very high popularity
Men's adidas Originals Continental 80 Shoes,EE5362,79.99,47.99,40,Adidas ORIGINALS,"Men's adidas Originals Continental 80 Shoes: Dial it back to the '80s, when sneakers designed for tennis and aerobics became everyday staples. These shoes are an authentic reissue of the late-'80s adidas Continental. Made of soft suede, they come with a distinctive split cupsole.",3.9,83,2020-04-13 15:06:55,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Lite Racer Clean Shoes,F35762,45.99,22.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Lite Racer Clean Shoes: A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort.,2.4,92,2020-04-13 15:06:55,Men's product,footwear,very high popularity
Men's adidas Originals Forest Grove Shoes,EE5837,65.99,39.59,40,Adidas ORIGINALS,"Men's adidas Originals Forest Grove Shoes: Based on the game-changing Oregon running shoes, the Forest Grove was released in 1982, at a time when recreational jogging was an American obsession. This update has a lightweight mesh upper with plush nubuck and a distinctive web-wrapped midsole that stays true to the original design.",3.6,83,2020-04-13 15:06:55,Men's product,footwear,very high popularity
Men's adidas Original X_PLR Shoes,EE4576,75.99,45.59,40,Adidas ORIGINALS,"Men's adidas Original X_PLR Shoes: Fresh racer style for daily wear. Inspired by modern running shoes, the X_PLR has a clean low top look for exploring urban streets. These sneakers feature a soft knit upper for a snug, sock-like feel. Faux leather details add modern texture. Everything rides on a lightweight EVA midsole for all-day comfort.",0.0,52,2020-04-13 15:06:55,Men's product,footwear,high popularity
Men's adidas Originals EQT Gazelle Shoes,EE6991,89.99,53.99,40,Adidas ORIGINALS,"Men's adidas Originals EQT Gazelle Shoes: The Equipment Gazelle takes inspiration from a late '90s running style. Featuring a lightweight textile upper, these trainers fuse the archive design with modern details. Supple leather overlays combine with bright colours to give an authentic '90s and early '00s look.",4.4,47,2020-04-13 15:06:55,Men's product,footwear,medium popularity
Men's Originals Crazy BYW X 2.0 Shoes,EE6012,149.99,89.99,40,Adidas ORIGINALS,"Men's Originals Crazy BYW X 2.0 Shoes: Inspired by '90s basketball style, these shoes meld sport, style and culture. This low top version of the classic Crazy BYW shows off a camouflage-inspired look. Torsion System plates in the sole add stability, and energy-returning Boost in the midsole responds to every step.",4.7,5,2020-04-13 15:06:55,Men's product,footwear,low popularity
Men's adidas Originals U_Path Run Shoes,EE4470,75.99,45.59,40,Adidas ORIGINALS,"Men's adidas Originals U_Path Run Shoes: The U_Path Run offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The D-ring lacing system adds a distinctive look and the bungee heel piece gives extra support. A lightweight EVA midsole adds all-day wearability.",3.0,79,2020-04-13 15:06:55,Men's product,footwear,very high popularity
Men's adidas Originals SC Premiere Shoes,EE6327,109.99,65.99,40,Adidas ORIGINALS,Men's adidas Originals SC Premiere Shoes: Classic tennis style is reimagined for today with a wavy multilayer look. These shoes are made of supple leather and built with a big midsole that adds extra attitude.,4.0,75,2020-04-13 15:06:56,Men's product,footwear,high popularity
MEN'S ADIDAS ORIGINALS SKATEBOARDING SEELEY SHOES,AQ8530,69.99,34.99,50,Adidas ORIGINALS,"MEN'S ADIDAS ORIGINALS SKATEBOARDING SEELEY SHOES: Old-school skate style graduates to a new look and feel. These shoes boast a smooth, abrasion-resistant upper that stands up to abuse and a lightly padded mid-top cut for better ankle protection and support. A vulcanized rubber outsole sticks to your board for great control.",3.3,71,2020-04-13 15:06:56,Men's product,footwear,high popularity
Men's adidas RUNNING TORIL 1.0 SHOES,CI9990,49.99,24.99,50,Adidas CORE / NEO,"Men's adidas RUNNING TORIL 1.0 SHOES: Designed to go the distance, these adidas Toril 1.0 running shoes for men give optimum cushioning to your feet with EVA midsole and its Textile and Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",3.5,62,2020-04-13 15:06:56,Men's product,footwear,high popularity
Men's adidas Originals Rivalry Low Shoes,EE7064,75.99,45.59,40,Adidas ORIGINALS,Men's adidas Originals Rivalry Low Shoes: 80s B-ball style made for the streets. A soft leather upper gives these comfortable shoes a flexible feel. Pops of seasonal color add a fresh vibe. An archival tongue label and stitched-on leather 3-Stripes stay true to the original design.,3.1,28,2020-04-13 15:06:56,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Court Adapt Shoes,F36417,59.99,41.99,30,Adidas CORE / NEO,"Men's adidas Sport Inspired Court Adapt Shoes: These tennis-inspired shoes elevate their style game off the court with a knit upper and decorative laces. The slip-on look has a seamless, sock-like construction with an ultra-soft Cloudfoam sockliner for added comfort throughout your day.",5.0,96,2020-04-13 15:06:56,Men's product,footwear,very high popularity
Men's adidas Originals EQT Gazelle Shoes,EE4808,89.99,53.99,40,Adidas ORIGINALS,"Men's adidas Originals EQT Gazelle Shoes: The Equipment Gazelle takes inspiration from a late '90s running style. Made of supple leather, these trainers fuse the archive design with modern details. Textured overlays give an authentic '90s and early '00s look.",3.8,8,2020-04-13 15:06:56,Men's product,footwear,low popularity
Men's Sport Inspired Advantage Shoes,F36431,59.99,41.99,30,Adidas CORE / NEO,"Men's Sport Inspired Advantage Shoes: Stripped-down sports style. Showing off a clean look, these tennis-inspired shoes have a smooth leather upper. Perforated 3-Stripes detail the sides. A cushioned sockliner brings comfort to every step.",3.2,38,2020-04-13 15:06:56,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING 8K SHOES,B44669,55.99,27.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING 8K SHOES: Give a boost to your running or jogging sessions wearing these 8K running shoes for men. Featuring mesh and suede upper, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the grooved rubber outsole will provide better traction on the different surfaces.",2.9,1,2020-04-13 15:06:56,Men's product,footwear,low popularity
MEN'S ADIDAS SPORT INSPIRED CAFLAIRE SHOES,B43745,55.99,39.19,30,Adidas CORE / NEO,"MEN'S ADIDAS SPORT INSPIRED CAFLAIRE SHOES: Sleek, slim style that goes with everything, these low top tennis-inspired shoes are made of premium nubuck with super-soft suede overlays for a luxurious feel. Smooth waxed laces give the shoes a sophisticated look",4.8,36,2020-04-13 15:06:56,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CJ8021,45.99,22.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES: These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",2.8,74,2020-04-13 15:06:56,Men's product,footwear,high popularity
Men's adidas Sport Inspired Glenn M Shoes,CM4549,24.99,17.49,30,Adidas CORE / NEO,Men's adidas Sport Inspired Glenn M Shoes: The adidas Glenn M shoes for men crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,4.6,37,2020-04-13 15:06:56,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Questar Ride Shoes,EE8374,75.99,37.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Questar Ride Shoes: Enjoy comfort and stability in these durable running-inspired shoes for men. They feature an airy mesh upper and a Cloudfoam midsole that cushions every stride. The moulded heel counter offers a snug fit.,4.0,22,2020-04-13 15:06:56,Men's product,footwear,low popularity
Men's adidas Sport Inspired Shoes,CL4154,26.99,18.89,30,Adidas CORE / NEO,Men's adidas Sport Inspired Shoes: The adidas running-inspired shoes for men. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable and non slippery one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.,2.0,26,2020-04-13 15:06:56,Men's product,footwear,medium popularity
Men's adidas Running Fluo Shoes,CL7609,37.99,18.99,50,Adidas CORE / NEO,"Men's adidas Running Fluo Shoes: Great everyday shoes for runners to go that extra mile. Features Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4.5,20,2020-04-13 15:06:56,Men's product,footwear,low popularity
Men's adidas Running Norad Shoes,CK9456,49.99,24.99,50,Adidas CORE / NEO,"Men's adidas Running Norad Shoes: These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",5.0,89,2020-04-13 15:06:56,Men's product,footwear,very high popularity
Men's Sport Inspired Court Adapt Shoes,EG4372,59.99,41.99,30,Adidas CORE / NEO,"Men's Sport Inspired Court Adapt Shoes: These tennis-inspired shoes elevate their style game off the court with a knit upper and decorative laces. The slip-on look has a seamless, sock-like construction with an ultra-soft Cloudfoam sockliner for added comfort throughout your day.",4.0,57,2020-04-13 15:06:56,Men's product,footwear,high popularity
MEN'S ADIDAS OUTDOOR TERREX CMTK SHOES,CJ8987,49.99,24.99,50,Adidas SPORT PERFORMANCE,"MEN'S ADIDAS OUTDOOR TERREX CMTK SHOES: Ready to conquer the mountain, these men's Terrex CMTK shoes keep you fast and stable over alpine terrain. Developed with athlete insights, these shoes are extremely lightweight and provide extraordinary grip for competitive racing. The mesh and ripstop upper has a breathable, sock-like construction for an optimal fit and comfort, while an EVA midsole cushions against impacts.",4.5,32,2020-04-13 15:06:56,Men's product,footwear,medium popularity
Men's Sport Inspired Caflaire Shoes,EG4303,55.99,39.19,30,Adidas CORE / NEO,"Men's Sport Inspired Caflaire Shoes: Sleek, slim style that goes with everything, these low top tennis-inspired shoes are made of premium nubuck with super-soft suede overlays for a luxurious feel. Smooth waxed laces give the shoes a sophisticated look",3.5,32,2020-04-13 15:06:56,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING FLUIDCLOUD NEUTRAL SHOES,BB7616,59.99,29.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING FLUIDCLOUD NEUTRAL SHOES: Feel as cool as you look with this adidas FluidCloud Neutral shoes for men. CLOUDFOAM provides instant step in-comfort, long-lasting responsive cushioning and a super-plush feel. The durable rubber outsole gives ultimate durability for a long session.",5.0,24,2020-04-13 15:06:56,Men's product,footwear,low popularity
Men's adidas Originals Nizza Shoes,EE5603,59.99,35.99,40,Adidas ORIGINALS,"Men's adidas Originals Nizza Shoes: adidas Originals brings back a classic with these Nizza Low shoes. Originally conceived as basketball trainers, their clean looks and casual design made them a style hit on the streets",2.4,85,2020-04-13 15:06:56,Men's product,footwear,very high popularity
Men's adidas Originals Forest Grove Shoes,EE8970,79.99,47.99,40,Adidas ORIGINALS,"Men's adidas Originals Forest Grove Shoes: Inspired by a game-changing running shoes from the archives, this shoe is built for everyday wear. A suede upper shows off classic 3-Stripes styling. A mesh-wrapped EVA midsole echoes vintage looks from the archives.",3.8,8,2020-04-13 15:06:56,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING ERDIGA 3.0 SHOES,CJ8113,42.99,21.49,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING ERDIGA 3.0 SHOES: The adidas Erdiga 3.0 shoes for men crafted with Mesh-Synthetic upper for added comfort. The IMEVA midsole provides optimized cushioning and rebounding. The outsole is made of high durable rubber.,5.0,26,2020-04-13 15:06:57,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Zeta 2.0 Shoes,CL7463,45.99,22.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Zeta 2.0 Shoes: Fresh running-inspired style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush IMEVA midsole and Rubber outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,4.9,77,2020-04-13 15:06:57,Men's product,footwear,very high popularity
Men's adidas Sport Inspired VL Court 2.0 Shoes,F97210,55.99,33.59,40,Adidas CORE / NEO,"Men's adidas Sport Inspired VL Court 2.0 Shoes: A timeless skate style. These shoes have a modern knit upper finished with suede details and tonal 3-Stripes. The shoes ride on a smooth rubber cupsole, and a cushioned sockliner keeps them comfortable.",4.4,2,2020-04-13 15:06:57,Men's product,footwear,low popularity
MEN'S ADIDAS SPORT INSPIRED CLOUDFOAM LITE RACER SHOES,B44732,59.99,29.99,50,Adidas CORE / NEO,"MEN'S ADIDAS SPORT INSPIRED CLOUDFOAM LITE RACER SHOES: Move through your day with ease and streamlined style in these running-inspired shoes. The breathable upper is made of sporty closed mesh, while Cloudfoam cushioning provides all-day comfort.",3.4,86,2020-04-13 15:06:57,Men's product,footwear,very high popularity
Men's adidas Football Nemeziz 19.3 Indoor Shoes,F34411,59.99,35.99,40,Adidas SPORT PERFORMANCE,"Men's adidas Football Nemeziz 19.3 Indoor Shoes: Nemeziz isn't just a shoe. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. Showing off Messi's logo, the hard-wearing textile upper on these soccer shoes supports you through every twist and turn.",4.5,75,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Sport Inspired VL Court 2.0 Shoes,EE6807,55.99,33.59,40,Adidas CORE / NEO,Men's adidas Sport Inspired VL Court 2.0 Shoes: A skate-inspired look with smooth style. The sleek leather upper of these shoes is elevated with soft suede details and stitched-on 3-Stripes. A cushioned sockliner provides comfort throughout the day.,2.6,29,2020-04-13 15:06:57,Men's product,footwear,medium popularity
Men's adidas Football Copa 19+ Firm Ground Cleats,F35515,229.99,137.99,40,Adidas SPORT PERFORMANCE,"Men's adidas Football Copa 19+ Firm Ground Cleats: Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a match, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats seamlessly fuse a stretchy knit textile collar with a soft, ridged K-leather vamp. The result is secure lockdown, wraparound comfort and smooth-as-silk ball contact.",3.1,34,2020-04-13 15:06:57,Men's product,footwear,medium popularity
Men's adidas Football Predator 19.3 Indoor Shoes,F35615,59.99,35.99,40,Adidas SPORT PERFORMANCE,"Men's adidas Football Predator 19.3 Indoor Shoes: If you know which strings will have your rivals dancing to your tune, you're ready to lace up Predator. Built for precision on indoor surfaces, these soccer shoes have a supportive mesh upper that wraps around your foot, locking you in for total control. Embossing on the surface adds confidence to every touch.",3.8,39,2020-04-13 15:06:57,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Quickspike Shoes,CK9466,39.99,19.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Quickspike Shoes: These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",2.8,16,2020-04-13 15:06:57,Men's product,footwear,low popularity
Men's adidas Sport Inspired Lite Racer Reborn Shoes,F36650,59.99,29.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Lite Racer Reborn Shoes: These shoes evolve a running-inspired style for the modern streets. The textile upper boasts seamless 3-Stripes, while ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3.3,18,2020-04-13 15:06:57,Men's product,footwear,low popularity
Men's adidas Running PureBounce+ Street Shoes,BC1040,79.99,39.99,50,Adidas SPORT PERFORMANCE,"Men's adidas Running PureBounce+ Street Shoes: Made for fast runs on city streets, these shoes have a wide forefoot for added support and stability during side-to-side movement. Flexible cushioning delivers long-lasting comfort and a low-to-the-ground feel.",3.4,64,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Running Solar Blaze Shoes,EF0810,79.99,39.99,50,Adidas SPORT PERFORMANCE,Men's adidas Running Solar Blaze Shoes: Everything you need for a great run. These shoes have a breathable mesh upper with strategically placed support and flexible cushioning for a bouncy ride. A durable rubber outsole delivers reliable traction over long distances.,3.4,53,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Outdoor Elevate 2018 Sandals,CL9963,27.99,16.79,40,Adidas SPORT PERFORMANCE,Men's adidas Outdoor Elevate 2018 Sandals: Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,4.9,40,2020-04-13 15:06:57,Men's product,footwear,medium popularity
MEN'S ADIDAS RUNNING DURAMO 9 SHOES,BB6917,65.99,32.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING DURAMO 9 SHOES: These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",4.3,81,2020-04-13 15:06:57,Men's product,footwear,very high popularity
Men's adidas Outdoor Hoist 2019 Sandals,CL9938,27.99,16.79,40,Adidas SPORT PERFORMANCE,Men's adidas Outdoor Hoist 2019 Sandals: Stylish and sleek adidas Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control.,1.5,64,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Outdoor Argo Trek 19 Shoes,CL9997,39.99,23.99,40,Adidas SPORT PERFORMANCE,Men's adidas Outdoor Argo Trek 19 Shoes: Ready for outdoor adventures? These men's trek shoes supplies sure footing for light trails. They feature breathable underlays and synthetic overlays; and EVA midsole cushioning.,4.8,91,2020-04-13 15:06:57,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Drogo 2.0 Shoes,CL7642,26.99,18.89,30,Adidas CORE / NEO,"Men's adidas Sport Inspired Drogo 2.0 Shoes: Ready for everyday, these men's shoes bring running-inspired style to active feet. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and outsole provide support to their every step.",3.9,40,2020-04-13 15:06:57,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Questar BYD Shoes,F35040,69.99,41.99,40,Adidas CORE / NEO,Men's adidas Sport Inspired Questar BYD Shoes: Shoes that respond to your movements. These basketball-inspired trainers have an airy mesh upper that rides on a two-tone outsole. An asymmetrical lacing system adds unassuming style. Plush midsole and sockliner cushioning brings comfort to every step.,4.1,99,2020-04-13 15:06:57,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CJ8017,45.99,22.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES: These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4.3,19,2020-04-13 15:06:57,Men's product,footwear,low popularity
Men's adidas Sport Inspired Heawin Shoes,EE9727,49.99,24.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Heawin Shoes: These skateboard-inspired shoes salute life on the deck with a classic vulcanised look. Built for shredding around town, they deliver versatility and comfort with a rubber outsole and lightweight EVA sockliner. Leather-like 3-Stripes on the suede upper provide a signature finish.",3.5,4,2020-04-13 15:06:57,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES,CJ8012,49.99,24.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES: The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,0.0,59,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Sport Inspired Drogo Shoes,CL7632,26.99,18.89,30,Adidas CORE / NEO,"Men's adidas Sport Inspired Drogo Shoes: Ready for everyday, these men's shoes bring running-inspired style to active feet. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and outsole provide support to their every step.",4.7,67,2020-04-13 15:06:57,Men's product,footwear,high popularity
Men's adidas Sport Inspired Fassar Shoes,CL7486,39.99,19.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Fassar Shoes: These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",2.7,91,2020-04-13 15:06:57,Men's product,footwear,very high popularity
WOMEN's adidas ORIGINALS TUBULAR DAWN SHOES,BZ0631,99.99,40.0,60,Adidas ORIGINALS,"WOMEN's adidas ORIGINALS TUBULAR DAWN SHOES: Never a follower, the Tubular strikes out on its own path. Advancing and evolving the future of streetwear, it blends adidas basketball and running heritage with an experimental spirit.Ã?These women's shoes show off a matte mesh upper with reflective detailing and webbing overlays that secure the laces. They ride on a distinctive Tubular midsole made of soft EVA for a cushioned feel.",2.0,30,2020-04-13 15:06:57,Women's product,footwear,medium popularity
MEN'S ADIDAS FOOTBALL PREDATOR 19.1 TRAINERS,D98056,109.99,54.99,50,Adidas SPORT PERFORMANCE,"MEN'S ADIDAS FOOTBALL PREDATOR 19.1 TRAINERS: If you can't step up when life spins out of control, step away from the Predators. These football trainers take design cues from their iconic on-pitch counterparts. The knit textile upper wraps around your foot for added stability. A layer of responsive cushioning helps deliver the energy to make sure you're ready for anything.",3.7,86,2020-04-13 15:06:57,Men's product,footwear,very high popularity
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4824,29.99,29.99,0,Adidas CORE / NEO,"Women's adidas Sport Inspired Hyperon 1.0 Shoes: The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.",3.0,71,2020-04-13 15:06:58,Women's product,footwear,high popularity
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4825,29.99,29.99,0,Adidas CORE / NEO,"Women's adidas Sport Inspired Hyperon 1.0 Shoes: The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.",4.6,9,2020-04-13 15:06:58,Women's product,footwear,low popularity
WOMEN'S ADIDAS SPORT INSPIRED QT FLEX SHOES,B43753,55.99,33.59,40,Adidas CORE / NEO,"WOMEN'S ADIDAS SPORT INSPIRED QT FLEX SHOES: Fresh and feminine, these women's shoes are a breezy take on a running look. They feature an airy mesh upper and a thick heel strap, while cushioned Cloudfoam offers all-day comfort.",4.7,64,2020-04-13 15:06:58,Women's product,footwear,high popularity
Women's adidas Originals Magmur Runner Shoes,FV4349,119.99,119.99,0,Adidas ORIGINALS,"Women's adidas Originals Magmur Runner Shoes: The over-the top style of early-2000s running style makes a comeback. These shoes show off a glittery mesh, suede and leather upper. A high midsole adds extra height and a sculpted design. Adiprene+ cushioning makes them comfortable.",2.8,39,2020-04-13 15:06:58,Women's product,footwear,medium popularity
Women's adidas Sport Inspired Yatra Shoes,F36517,42.99,25.79,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Yatra Shoes: A versatile look that nods to its roots. These running-inspired shoes have an airy mesh upper contrasted with sleek 3-Stripes. The lightweight build keeps you light on your toes, and plush cushioning ensures a smooth ride.",2.6,20,2020-04-13 15:06:58,Women's product,footwear,low popularity
Women's adidas Sport Inspired Cloudfoam Racer TR Shoes,EE8131,55.99,33.59,40,Adidas CORE / NEO,Women's adidas Sport Inspired Cloudfoam Racer TR Shoes: Exploring any urban environment involves motivation and inspiration. These running-inspired shoes are built to keep up with fast-paced streets. They feature pillow-soft cushioning and a soft OrthoLiteÂ® sockliner to keep feet feeling energised. The two-tone knit upper features signature 3-Stripes.,2.0,11,2020-04-13 15:06:58,Women's product,footwear,low popularity
Women's adidas Sport Inspired Run 60s Shoes,EE9737,49.99,29.99,40,Adidas CORE / NEO,Women's adidas Sport Inspired Run 60s Shoes: Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,4.2,10,2020-04-13 15:06:58,Women's product,footwear,low popularity
Women's adidas Sport Inspired Crazychaos Shoes,EF1060,65.99,39.59,40,Adidas CORE / NEO,"Women's adidas Sport Inspired Crazychaos Shoes: A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper and plush cushioning ensures a smooth, comfortable ride.",4.9,23,2020-04-13 15:06:58,Women's product,footwear,low popularity
Women's adidas Running EnergyFalcon X Shoes,EE9938,65.99,39.59,40,Adidas CORE / NEO,"Women's adidas Running EnergyFalcon X Shoes: When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.",4.6,76,2020-04-13 15:06:58,Women's product,footwear,very high popularity
Women's adidas Running Duramo 9 Shoes,EE8353,59.99,35.99,40,Adidas CORE / NEO,"Women's adidas Running Duramo 9 Shoes: These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",2.5,8,2020-04-13 15:06:58,Women's product,footwear,low popularity
