Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Women's adidas Sport Inspired Archivo Shoes,EF0452,49.99,29.99,40,Adidas CORE / NEO,Women's adidas Sport Inspired Archivo Shoes: A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,3.8,72,2020-04-13 15:06:58,Women's product,footwear,high popularity
Women's adidas Originals NMD_R1 Shoes,EE5170,129.99,77.99,40,Adidas ORIGINALS,"Women's adidas Originals NMD_R1 Shoes: Taking style cues from premium technical outerwear, these shoes blend adidas archive heritage with modern comfort. Their streamlined shape reinterprets 1980s racer style. A knit upper shows off embossed 3-Stripes. The Boost midsole returns energy with every stride. EVA accent plugs add colour pops.",4.1,31,2020-04-13 15:06:58,Women's product,footwear,medium popularity
Women's adidas Originals EQT Gazelle Shoes,EE5153,89.99,53.99,40,Adidas ORIGINALS,"Women's adidas Originals EQT Gazelle Shoes: The Equipment Gazelle takes inspiration from a late '90s running style. Featuring a lightweight textile upper, these trainers fuse the archive design with modern details. Supple leather overlays combine with bright colours to give an authentic '90s and early '00s look.",4.0,54,2020-04-13 15:06:58,Women's product,footwear,high popularity
Women's adidas Originals ZX Torsion Shoes,EE4842,119.99,71.99,40,Adidas ORIGINALS,"Women's adidas Originals ZX Torsion Shoes: The ZX trainer series reset the running scene in the '80s with a high-tech approach based on studying the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes revive the retro style with fresh materials. Made of mesh and suede, the trainers feature energy-returning cushioning and an X-shape Torsion bar to deliver extra stability. Reflective details add a light-catching flash.",3.1,57,2020-04-13 15:06:58,Women's product,footwear,high popularity
Women's adidas Originals I-5923 Shoes,EE4958,119.99,71.99,40,Adidas ORIGINALS,"Women's adidas Originals I-5923 Shoes: These lightweight shoes fuse '70s style with modern technology. Flashing retro colours, the leather upper is accented with stretchy mesh and faux suede details. Serrated 3-Stripes add a vintage detail. Responsive cushioning energises every stride.",4.1,85,2020-04-13 15:06:58,Women's product,footwear,very high popularity
Unisex adidas Originals Marathon Tech Shoes,EE4922,129.99,77.99,40,Adidas ORIGINALS,"Unisex adidas Originals Marathon Tech Shoes: These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",2.9,8,2020-04-13 15:06:58,Unisex product,footwear,low popularity
Women's adidas Originals Supercourt Shoes,EE6046,79.99,47.99,40,Adidas ORIGINALS,Women's adidas Originals Supercourt Shoes: The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.,4.7,77,2020-04-13 15:06:58,Women's product,footwear,very high popularity
Unisex adidas Originals Skateboarding Sabalo Slip-Ons,EE6130,59.99,35.99,40,Adidas ORIGINALS,Unisex adidas Originals Skateboarding Sabalo Slip-Ons: The fisheye lens has captured many of skateboarding's historic moments. These slip-on skate shoes are inspired by the lines created by the wide angle of the fisheye lens. They have a lightweight canvas upper for breathability. The vulcanized rubber outsole has a Geoflex tread for grippy support.,3.6,1,2020-04-13 15:06:58,Unisex product,footwear,low popularity
Unisex adidas Originals Continental Vulc Shoes,EF3523,65.99,65.99,0,Adidas ORIGINALS,"Unisex adidas Originals Continental Vulc Shoes: The popular adidas Continentals in a new look and feel. These shoes boast a canvas and suede upper. The vulcanized sole unit features a gum sole complete with trefoil branding underneath and a grooved toe cap, which wraps around its two-piece sole unit construction.",2.6,13,2020-04-13 15:06:58,Unisex product,footwear,low popularity
Unisex adidas Originals Continental Vulc Shoes,EF3535,75.99,45.59,40,Adidas ORIGINALS,Unisex adidas Originals Continental Vulc Shoes: Lace up '80 fitness style. These low-profile shoes feature a pop of colour on the tongue and heel cap for a throwback look. A mix of nubuck and smooth leather on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanised outsole makes them durable.,4.5,48,2020-04-13 15:06:58,Unisex product,footwear,medium popularity
Unisex adidas Originals Superstar Shoes,FW2818,109.99,109.99,0,Adidas ORIGINALS,"Unisex adidas Originals Superstar Shoes: In honour of Chinese New Year, adidas Originals celebrates iconic cities across the globe. The heel tab of these adidas Superstar Shoes sports the word ""Shanghai"" on a lenticular graphic that changes from English to Chinese characters. Still going strong after five decades, the iconic trainer has a smooth leather upper, serrated 3-Stripes and a rubber shell toe.",1.0,17,2020-04-13 15:06:58,Unisex product,footwear,low popularity
Women's adidas Originals Gazelle Shoes,EE5535,79.99,47.99,40,Adidas ORIGINALS,"Women's adidas Originals Gazelle Shoes: In 1991, adidas refined the original '60s Gazelle design, and the version became a favorite. These shoes are an authentic reissue of the 1991 redesign. They're made of soft suede and feature the classic T-shape toe.",0.0,19,2020-04-13 15:06:58,Women's product,footwear,low popularity
Unisex adidas Originals Continental Vulc Shoes,EF3531,65.99,65.99,0,Adidas ORIGINALS,"Unisex adidas Originals Continental Vulc Shoes: Steeped in nostalgia, the Continental captures the look of indoor sneakers from the early 1980s. These shoes have a canvas upper with a nubuck toe cap. The vulcanized rubber outsole keeps the look clean and classic while providing a comfortable, flexible feel.",4.3,67,2020-04-13 15:06:58,Unisex product,footwear,high popularity
Unisex adidas Originals Skateboarding 3MC Shoes,B22713,59.99,59.99,0,Adidas ORIGINALS,"Unisex adidas Originals Skateboarding 3MC Shoes: Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Highly versatile with style for everyone, they have a monochrome canvas upper for a light, supple touch, plus a Geoflex outsole providing unmatched flexibility and grip. Heritage details include sidewalls with Gazelle-inspired texturing and the iconic heel patch.",4.5,89,2020-04-13 15:06:58,Unisex product,footwear,very high popularity
Unisex adidas Originals Superstar Shoes,FW2803,109.99,109.99,0,Adidas ORIGINALS,"Unisex adidas Originals Superstar Shoes: In honour of Chinese New Year, adidas Originals celebrates iconic cities across the globe. These adidas Superstar Shoes flaunt love for the Big Apple. The heel tab proudly shows a lenticular ""New York"" graphic that changes from English to Chinese characters. A fan favourite with five decades of history, these trainers boast a smooth leather upper, serrated 3-Stripes and a rubber shell toe.",2.6,6,2020-04-13 15:06:58,Unisex product,footwear,low popularity
Unisex adidas Originals Superstar Shoes,FW2848,109.99,109.99,0,Adidas ORIGINALS,"Unisex adidas Originals Superstar Shoes: In honour of Chinese New Year, adidas Originals celebrates iconic cities across the globe. The heel tab of these adidas Superstar Shoes sports the London moniker on a lenticular graphic that changes from English to Chinese characters. After five decades, the trainers are as relevant as ever, with a smooth leather upper, serrated 3-Stripes and a rubber shell toe.",4.7,42,2020-04-13 15:06:59,Unisex product,footwear,medium popularity
Unisex Originals Skateboarding 3MC Shoes,EG8544,59.99,59.99,0,Adidas ORIGINALS,"Unisex Originals Skateboarding 3MC Shoes: Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Their highly versatile style is rider-friendly, with a reinforced canvas upper and an ultra-flexible Geoflex outsole that moves naturally with your foot and has great board feel.",2.6,69,2020-04-13 15:06:59,Unisex product,footwear,high popularity
Unisex adidas Originals Marathon Tech Shoes,EF4393,129.99,129.99,0,Adidas ORIGINALS,"Unisex adidas Originals Marathon Tech Shoes: These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",4.8,36,2020-04-13 15:06:59,Unisex product,footwear,medium popularity
Unisex adidas Originals Continental Vulc Shoes,EG4588,75.99,75.99,0,Adidas ORIGINALS,"Unisex adidas Originals Continental Vulc Shoes: No need for a leotard and leg warmers. Flash that '80s fitness look in these bold and bodacious adidas shoes. Ride in style on the fat vulcanised sole. A reinforced toe keeps your shoes looking choice, clutch and totally awesome.",5.0,17,2020-04-13 15:06:59,Unisex product,footwear,low popularity
Unisex adidas Originals Marathon Tech Shoes,EF4398,119.99,119.99,0,Adidas ORIGINALS,"Unisex adidas Originals Marathon Tech Shoes: These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",4.8,37,2020-04-13 15:06:59,Unisex product,footwear,medium popularity
Women's adidas originals ARKYN SHOES,AC8765,119.99,59.99,50,Adidas ORIGINALS,"Women's adidas originals ARKYN SHOES: Inspired by vintage running styles, the Arkyn adds a modern shape and playful touches. Built in lightweight unlined mesh with a soft collar. Designed slim and built stretchy. These shoes have a comfortable, sock-like fit. Distinctive Boost midsole Boost is our most responsive cushioning ever Details inspired by running style A neoprene heel and smooth welded TPU accents add a sporty tech look.",3.1,19,2020-04-13 15:06:59,Women's product,footwear,low popularity
WOMEN'S ADIDAS ORIGINALS STAN SMITH NEW BOLD SHOES,B37361,89.99,44.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS STAN SMITH NEW BOLD SHOES: Named for one of tennis' all-time greats, the Stan Smith sneaker remains a favorite for weekend wear. These shoes update the classic look with a luxe leather band around the midsole.",0.0,4,2020-04-13 15:06:59,Women's product,footwear,low popularity
Women's adidas ORIGINALS NMD_R1 PK SHOES,CQ2028,159.99,79.99,50,Adidas ORIGINALS,"Women's adidas ORIGINALS NMD_R1 PK SHOES: A pioneer of contemporary street style, NMD is futuristic and fearless. It rejects the status quo and returns to adidas heritage for inspiration, where it remixes the best of the past for the right here, right now. These women's shoes are made with a flexible, ultralight adidas Primeknit upper that has sock-like construction for a close, contoured fit. Boost cushioning is soft yet responsive. EVA midsole inserts give the shoes signature NMD style.",4.1,33,2020-04-13 15:06:59,Women's product,footwear,medium popularity
WOMEN'S ADIDAS ORIGINALS DEERUPT SHOES,B41727,99.99,49.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS DEERUPT SHOES: Deerupt taps into the disruptive spirit of contemporary art with a high-impact minimalist design. These shoes are lightweight and collapsible for easy packing. The upper and midsole are covered with a flexible mesh netting that provides light compression for a snug, comfortable feel.",3.5,65,2020-04-13 15:06:59,Women's product,footwear,high popularity
WOMEN'S ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES,B96511,119.99,59.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES: A playful interpretation of adidas running heritage, these women's Arkyn shoes have a contemporary, streamlined look. They feature a technical mesh upper and a sock-like fit. Responsive Boost cushioning gives them a lightweight feel.",3.3,37,2020-04-13 15:06:59,Women's product,footwear,medium popularity
WOMEN'S ADIDAS ORIGINALS NMD_CS1 PRIMEKNIT SHOES,B37657,149.99,74.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS NMD_CS1 PRIMEKNIT SHOES: These women's shoes combine advanced technology with minimalist design. The semi-sheer, breathable adidas Primeknit upper feels snug and super lightweight and creates a sleek, feminine silhouette. Boost cushioning makes for a responsive ride.",2.9,14,2020-04-13 15:06:59,Women's product,footwear,low popularity
WOMEN'S ADIDAS ORIGINALS PROPHERE SHOES,AQ1138,109.99,54.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS PROPHERE SHOES: The Prophere is a new running style that shows off an aggressive and unapologetic design, reworking vintage elements with exaggerated proportions. These flexible knit shoes ride on a sculpted, wave-like midsole.",4.4,67,2020-04-13 15:06:59,Women's product,footwear,high popularity
WOMEN'S ADIDAS ORIGINALS SAMBAROSE SHOES,B37068,79.99,39.99,50,Adidas ORIGINALS,"WOMEN'S ADIDAS ORIGINALS SAMBAROSE SHOES: These shoes transform the Samba's classic silhouette into trendy platform sneakers with a feminine twist. Built with a snakeskin-embossed leather upper, they feature a stacked platform outsole that adds to the fashionable style.",5.0,17,2020-04-13 15:06:59,Women's product,footwear,low popularity
Women's adidas Originals Arkyn Shoes,DB2680,119.99,59.99,50,Adidas ORIGINALS,Women's adidas Originals Arkyn Shoes: The Arkyn offers a feminine design that's modern and playful. These sleek shoes show off a bold clash of colors and materials. They're made with a sock-like mesh upper that gives a snug and supportive feel.,4.7,97,2020-04-13 15:06:59,Women's product,footwear,very high popularity
