Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
Ultimate365 Core 8.5-Inch Shorts,46.0,65.0,USD,Yellow,"Ultimate365 Core 8.5-Inch Shorts: Pull on these adidas golf shorts to keep your cool through warm weather rounds. Their lightweight, breathable fabric delivers dependable comfort on the links. A water-resistant coating sheds damp weather with ease.",USA,4.8,387,Men's product,clothing,very high popularity
Adicolor Classics 3-Stripes Crew Sweatshirt,48.0,60.0,USD,Blue,"Adicolor Classics 3-Stripes Crew Sweatshirt: The temperature dropped, but that doesn't mean your style has to dip too. Thanks to the heavyweight French terry build and iconic 3-Stripes, this adidas sweatshirt keeps you feeling cozy and looking fresh at the same time. 

Our cotton products support sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",USA,4.8,214,Men's product,clothing,very high popularity
AEROREADY Designed 2 Move Sport Stretch Tee,20.0,25.0,USD,Green,"AEROREADY Designed 2 Move Sport Stretch Tee: When it comes to versatility, nothing holds a candle to your favorite t-shirt. Move through your busy day feeling comfortable and ready for anything in the laid-back style of this adidas tee.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.7,293,Men's product,clothing,very high popularity
4ATHLTS ID Duffel Bag Small,28.0,40.0,USD,Black,"4ATHLTS ID Duffel Bag Small: Sneak in a jog on your way to the gym with this adidas lightweight duffel bag on your back. The adjustable carry straps let you wear it two ways. When you're headed out for a weekend jaunt, switch it up again and get ready for adventure.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.8,14,Other,accessories,low popularity
LOUNGEWEAR Essentials Logo Fleece Hoodie,40.0,50.0,USD,Blue,"LOUNGEWEAR Essentials Logo Fleece Hoodie: The nice thing about a hoodie is being able to mix and match it with everything. This one from adidas is cut from a soft fleece fabric that's cozy enough to wear every day. Pair it with jeans, or keep it mellow and match it with sweats. You can't go wrong. 

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",USA,4.4,91,Women's product,clothing,medium popularity
Running Ultralight Crew Performance Socks,12.0,15.0,USD,Green,"Running Ultralight Crew Performance Socks: Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.9,273,Other,accessories,very high popularity
Running Ultralight Crew Performance Socks,13.0,18.0,USD,White,"Running Ultralight Crew Performance Socks: Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.9,273,Other,accessories,very high popularity
Finale 21 20th Anniversary UCL Mini Ball,10.0,14.0,USD,White,Finale 21 20th Anniversary UCL Mini Ball: Celebrate two decades of star-studded soccer with this adidas Finale 21 Mini Ball. It's decorated with panel designs from every UCL Finale ball since it made its debut in Europe's top tournament. The seamless laminated surface and foam core mean you can show off your sparkling skills without stopping to pump it up.,USA,4.8,60,Men's product,accessories,medium popularity
HER Studio London Track Jacket,64.0,80.0,USD,Multicolor,"HER Studio London Track Jacket: When HER Studio London is involved, you know that means bold colors and wild prints. So no surprise that this adidas track jacket stands out wherever you are. 

Part of our ongoing collaboration with the powerhouse studio behind some of the most expressive patterns around, this jacket is an update of the classic silhouette. Signature details pop against the loud floral print, rooting the look in adidas DNA.",USA,4.7,88,Women's product,clothing,medium popularity
Warp knit Cargo Pants,77.0,110.0,USD,Blue,"Warp knit Cargo Pants: Work on your swing at the driving range or play a round. These adidas golf pants have a flexible warp knit fabric for enhanced breathability and an unrestricted range of motion on the course. A modern, tapered cut adds to their casual feel. Use the zip cargo pocket for your scorecard or tees.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.7,47,Men's product,clothing,low popularity
Essentials 3-Stripes Cropped Hoodie,36.0,45.0,USD,Purple,"Essentials 3-Stripes Cropped Hoodie: Who said hoodies had to have that XXL vibe? This cropped take on the always-cozy pullover hoodie is proof that the relaxed fit does just fine without all that extra bulk. Iconic 3-Stripes down both arms and the adidas Badge of Sport give your look instant streetwear cred. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,4.9,37,Women's product,clothing,low popularity
Marathon Running Jacket (Plus Size),80.0,100.0,USD,Black,"Marathon Running Jacket (Plus Size): Prepare yourself for the long run. And the wet and windy ones, too. Zip into the light, breathable protection of this adidas running jacket made with recycled materials. You'll feel dry and serene, even if the weather isn't.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",USA,4.3,3,Women's product,clothing,low popularity
SAMBAROSE Shoes,60.0,100.0,USD,Pink,"SAMBAROSE Shoes: These adidas SAMBAROSE Shoes take the Samba's classic soccer look and raises it to new heights. A platform sole puts a trendy spin on this sporty silhouette. A tie-dyed upper gives them a colorful, eye-catching look.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",USA,4.7,1918,Women's product,footwear,very high popularity
SAMBAROSE Shoes,60.0,100.0,USD,Pink,"SAMBAROSE Shoes: These adidas SAMBAROSE Shoes take the Samba's classic soccer look and raises it to new heights. A platform sole puts a trendy spin on this sporty silhouette. A tie-dyed upper gives them a colorful, eye-catching look.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",USA,4.7,1918,Women's product,footwear,very high popularity
AEROREADY Designed 2 Move Sport Tee,18.0,22.0,USD,White,"AEROREADY Designed 2 Move Sport Tee: This adidas training tee has a simple design that you can wear as you get in those miles on the elliptical then head out to grab groceries. A long hem in the back gives extra coverage, whether you're doing a set of squats or just loading bags in and out of the car. Lightweight AEROREADY absorbs moisture and gives an overall comfy feel. 

This product is made with Primegreen, a series of high-performance recycled materials. It's also made with recycled content as part of our ambition to end plastic waste.",USA,4.6,40,Women's product,clothing,low popularity
Designed 2 Move 7/8 Sport Tights (Maternity),36.0,45.0,USD,Blue,"Designed 2 Move 7/8 Sport Tights (Maternity): These adidas maternity sport tights balance support with lightweight comfort. A high-rise elastic waist and specially designed maternity fit give you the confidence to move through your workout, whether it's a neighborhood jog, yoga class or circuit at the gym. Classic, minimalist adidas style is clean and crisp, and AEROREADY keeps you dry.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,3.9,134,Women's product,clothing,high popularity
Adilette Comfort Slides,28.0,35.0,USD,Gold,Adilette Comfort Slides: Some things stay the same. These adidas swim slides have been pampering athletes' feet since the '70s. The casual slip-on design is for quick trips between the pool and shower.,USA,4.7,3812,Women's product,footwear,very high popularity
Adilette Comfort Slides,28.0,35.0,USD,White,Adilette Comfort Slides: Rejuvenate tired feet in these women's slides. The lightweight slides have a Cloudfoam Plus contoured footbed that delivers plush cushioning with every step. The classic design features a bandage upper with contrast 3-Stripes.,USA,4.7,3812,Women's product,footwear,very high popularity
Essentials Mélange Embroidered Small Logo Hoodie,39.0,55.0,USD,Green,"Essentials Mélange Embroidered Small Logo Hoodie: Toss on this adidas sweatshirt for a cozy layer in cool weather. Pop the hood to cover up a case of bed head, then adjust the drawcord to get just the right fit. French terry brings the comfort for long days or some chill time at home.

This product is made with recycled content as part of our ambition to end plastic waste. Our cotton products support sustainable cotton farming.",USA,4.7,66,Men's product,clothing,medium popularity
Adilette Comfort Slides,28.0,35.0,USD,Purple,"Adilette Comfort Slides: From yoga on the beach directly to brunch? We've got you covered. You'll move with easy freedom all summer in these comfortable slip-ons. These adidas slides feature a playful floral print, giving you a kick of extra energy and style wherever you go.",USA,4.7,3812,Women's product,footwear,very high popularity
adidas Sportswear Future Icons Logo Graphic Pants,44.0,55.0,USD,Blue,"adidas Sportswear Future Icons Logo Graphic Pants: Workout done. Endorphins pumping. No need to slow the vibe down, just throw on these adidas pants and keep it flowing. They're all about feeling good, as evident from the soft French terry fabric that settles you right into total, absolute comfort. Which is well deserved, we might add. Recycled materials go ahead and up the game. Because with these pants, they go beyond feeling good. They do good, too.",USA,4.7,44,Men's product,clothing,low popularity
LOUNGEWEAR Essentials Logo Tee,20.0,25.0,USD,White,"LOUNGEWEAR Essentials Logo Tee: The classic design on this heavyweight t-shirt makes it super easy to mix and match. Go sporty with a pair of track pants, or throw it on with jeans for a day out shopping. An oversize adidas Badge of Sport across the chest makes it clear you're a sports lover.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",USA,4.7,35,Women's product,clothing,low popularity
