Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
Foil Mandala Graphic Tee,18.0,25.0,USD,Blue,"Foil Mandala Graphic Tee: Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,8,Women's product,clothing,low popularity
Disney Mickey Mouse Summer Set,37.0,52.0,USD,Pink,"Disney Mickey Mouse Summer Set: Your star player will score major points in this kids' two-piece adidas outfit. The happy, adventurous spirit of Disney's Mickey Mouse adds a fun touch. The tee feels extra soft and comfy, and the leggings have a little stretch so your kiddo can run, jump and slide all day long.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.9,9,Other,clothing,low popularity
Marimekko Hoodie,56.0,70.0,USD,Red,"Marimekko Hoodie: Some good things were going on in the '60s. adidas' iconic 3-Stripes and Finnish design house Marimekko's wave print, for instance. Wear them both on this vibrant hoodie and don't be alarmed if you turn some heads. Colorful and bold, this style is all about self-expression. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.6,52,Women's product,clothing,medium popularity
4D Fusio Shoes,180.0,200.0,USD,Yellow,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Other,footwear,very high popularity
4D Fusio Shoes,180.0,200.0,USD,Black,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Men's product,footwear,very high popularity
Predator Freak.3 Indoor Shoes,64.0,80.0,USD,Black,"Predator Freak.3 Indoor Shoes: Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These adidas indoor soccer shoes keep you stable with a supportive mid-cut design. The coated textile upper has a laceless forefoot and more extensive 3D-printed Demonscale elements to help you own the ball.",USA,4.7,51,Men's product,footwear,medium popularity
4D Fusio Shoes,180.0,200.0,USD,White,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Men's product,footwear,very high popularity
4D Fusio Shoes,180.0,200.0,USD,Blue,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Other,footwear,very high popularity
4D Fusio Shoes,180.0,200.0,USD,Grey,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Men's product,footwear,very high popularity
FARM Rio Feelbrilliant AEROREADY High-Rise Tights,36.0,45.0,USD,Black,"FARM Rio Feelbrilliant AEROREADY High-Rise Tights: Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",USA,4.6,48,Women's product,clothing,low popularity
AEROREADY  Designed to Move Sport Camo-Print Shorts,24.0,30.0,USD,Red,"AEROREADY  Designed to Move Sport Camo-Print Shorts: Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.8,157,Men's product,clothing,very high popularity
Solid Swim Shorts,20.0,25.0,USD,Blue,"Solid Swim Shorts: Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.6,70,Men's product,clothing,medium popularity
The Trackstand Cycling Pants,60.0,75.0,USD,Black,"The Trackstand Cycling Pants: Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",USA,4.7,38,Men's product,clothing,low popularity
4D Fusio Shoes,180.0,200.0,USD,White,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Other,footwear,very high popularity
4D Fusio Shoes,180.0,200.0,USD,Black,"4D Fusio Shoes: The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",USA,4.2,562,Men's product,footwear,very high popularity
adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,33.0,65.0,USD,Pink,"adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie: Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",USA,4.7,133,Women's product,clothing,high popularity
Adicolor Classics Crop Hoodie,52.0,65.0,USD,Red,"Adicolor Classics Crop Hoodie: Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",USA,4.7,249,Women's product,clothing,very high popularity
Club Tennis 3-Stripes Tee,32.0,40.0,USD,Blue,"Club Tennis 3-Stripes Tee: Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.8,39,Men's product,clothing,low popularity
Five Ten Heritage Logo Tee,28.0,35.0,USD,Yellow,"Five Ten Heritage Logo Tee: Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",USA,5.0,8,Men's product,clothing,low popularity
adidas Sportswear Woven 3-Stripes Track Top,42.0,70.0,USD,Orange,"adidas Sportswear Woven 3-Stripes Track Top: That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",USA,4.9,72,Men's product,clothing,medium popularity
Five Ten Felsblock Shorts,48.0,60.0,USD,Black,Five Ten Felsblock Shorts: Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,USA,4.8,4,Men's product,clothing,low popularity
Adicolor Classics Trefoil Tee (Plus Size),24.0,30.0,USD,Green,"Adicolor Classics Trefoil Tee (Plus Size): The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.5,44,Women's product,clothing,low popularity
adidas Z.N.E. Sportswear Hoodie,80.0,100.0,USD,Green,"adidas Z.N.E. Sportswear Hoodie: It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",USA,4.8,60,Men's product,clothing,medium popularity
Terrex Liteflex Hiking Pants,64.0,80.0,USD,Green,"Terrex Liteflex Hiking Pants: Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",USA,4.7,99,Men's product,clothing,medium popularity
adidas FortaRun x LEGO® DOTS™ Shoes,40.0,50.0,USD,White,"adidas FortaRun x LEGO® DOTS™ Shoes: The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",USA,4.8,52,Other,footwear,medium popularity
FC Bayern Tee,20.0,25.0,USD,Red,FC Bayern Tee: A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,USA,4.4,5,Other,clothing,low popularity
Terrex Multi Primegreen Full-Zip Fleece Jacket,49.0,70.0,USD,Blue,Terrex Multi Primegreen Full-Zip Fleece Jacket: Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,USA,4.8,32,Men's product,clothing,low popularity
adidas Sportswear Comfy and Chill Tee,24.0,30.0,USD,White,"adidas Sportswear Comfy and Chill Tee: How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",USA,4.8,58,Men's product,clothing,medium popularity
Utilitas Hooded Parka,128.0,160.0,USD,Pink,"Utilitas Hooded Parka: Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,4,Women's product,clothing,low popularity
Aeromotion Tee,24.0,30.0,USD,Green,"Aeromotion Tee: Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.6,45,Men's product,clothing,low popularity
Adizero 1/2 Zip Long Sleeve Tee,68.0,85.0,USD,Black,"Adizero 1/2 Zip Long Sleeve Tee: More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.7,3,Women's product,clothing,low popularity
Utilitas Hooded Parka,128.0,160.0,USD,Green,"Utilitas Hooded Parka: Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,4,Women's product,clothing,low popularity
adidas Z.N.E. Sportswear Hoodie,80.0,100.0,USD,Black,"adidas Z.N.E. Sportswear Hoodie: It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",USA,4.8,60,Men's product,clothing,medium popularity
Hoops 2.0 Mid Shoes,46.0,65.0,USD,White,Hoops 2.0 Mid Shoes: Timeless basketball-inspired style. These adidas mid-cut shoes give you the best of classic sports vibes and modern streetwear style all rolled up in one. The synthetic leather upper has a mesh collar and a cozy sockliner to keep your feet comfortable.,USA,4.5,231,Men's product,footwear,very high popularity
adidas Sportswear Future Icons 3-Stripes Sweatshirt,44.0,55.0,USD,Black,"adidas Sportswear Future Icons 3-Stripes Sweatshirt: Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",USA,4.7,54,Men's product,clothing,medium popularity
Adizero RC 3 Shoes,80.0,100.0,USD,Blue,"Adizero RC 3 Shoes: When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",USA,4.3,13,Men's product,footwear,low popularity
Real Madrid Tee,20.0,25.0,USD,Blue,"Real Madrid Tee: You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,4.3,3,Other,clothing,low popularity
adidas Sportswear Comfy and Chill Tee,24.0,30.0,USD,Grey,"adidas Sportswear Comfy and Chill Tee: How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",USA,4.8,58,Men's product,clothing,medium popularity
Adizero RC 3 Tokyo Shoes,80.0,100.0,USD,White,"Adizero RC 3 Tokyo Shoes: When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",USA,4.3,13,Men's product,footwear,low popularity
adidas Sportswear Comfy and Chill Tee,24.0,30.0,USD,Black,"adidas Sportswear Comfy and Chill Tee: How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",USA,4.8,58,Men's product,clothing,medium popularity
Ergo Tennis Shorts,48.0,60.0,USD,Black,"Ergo Tennis Shorts: Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",USA,4.5,20,Men's product,clothing,low popularity
adidas Sportswear Future Icons 3-Stripes Sweatshirt,44.0,55.0,USD,Grey,"adidas Sportswear Future Icons 3-Stripes Sweatshirt: Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",USA,4.7,54,Men's product,clothing,medium popularity
Superlite Hat,17.0,24.0,USD,Purple,"Superlite Hat: When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,4.8,126,Women's product,accessories,high popularity
adidas Sportswear Comfy & Chill Pants,44.0,55.0,USD,Black,"adidas Sportswear Comfy & Chill Pants: The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",USA,4.6,73,Men's product,clothing,medium popularity
adidas Sportswear Comfy & Chill Pants,44.0,55.0,USD,White,"adidas Sportswear Comfy & Chill Pants: The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",USA,4.6,73,Men's product,clothing,medium popularity
4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,21.0,30.0,USD,Black,"4CMTE Four Panel RAIN.RDY Running Training Cycling Cap: Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. 

This product is made with Primegreen, a series of high-performance recycled materials.",USA,4.7,25,Other,accessories,low popularity
Linear Superlite Super-No-Show Socks 6 Pairs,14.0,20.0,USD,Multicolor,"Linear Superlite Super-No-Show Socks 6 Pairs: Warm-weather ready. You're all set for sunny days on the field or that outdoor HIIT class in these adidas socks. Stretchy, lightweight and made with moisture-wicking yarn, your feet stay dry and comfortable. The best part? The anti-slip, super no-show design lets you lunge and squat without having to pause to pull up your socks.",USA,4.8,6,Women's product,accessories,low popularity
Stretch Cotton Trunk Briefs 3 Pairs,21.0,30.0,USD,Grey,"Stretch Cotton Trunk Briefs 3 Pairs: Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",USA,4.4,9,Men's product,clothing,low popularity
Long Sleeve Tee and Printed Tights Set,36.0,44.0,USD,Pink,"Long Sleeve Tee and Printed Tights Set: It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",USA,5.0,1,Other,clothing,low popularity
Santiago Lunch Bag,20.0,25.0,USD,Grey,"Santiago Lunch Bag: Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,51,Other,accessories,medium popularity
Relaxed Camo Trefoil Hat,21.0,26.0,USD,Green,"Relaxed Camo Trefoil Hat: How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",USA,4.8,4,Men's product,accessories,low popularity
Camo Pants,28.0,40.0,USD,Black,Camo Pants: You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,USA,4.0,1,Other,clothing,low popularity
Santiago Lunch Bag,20.0,25.0,USD,Grey,"Santiago Lunch Bag: Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,51,Other,accessories,medium popularity
Santiago Lunch Bag,20.0,25.0,USD,Pink,"Santiago Lunch Bag: Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,51,Other,accessories,medium popularity
Originals Sunglasses OR0013,70.0,100.0,USD,Black,"Originals Sunglasses OR0013: These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",USA,4.7,3,Other,accessories,low popularity
Santiago Lunch Bag,20.0,25.0,USD,Grey,"Santiago Lunch Bag: Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,51,Other,accessories,medium popularity
Santiago Lunch Bag,20.0,25.0,USD,Black,"Santiago Lunch Bag: Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",USA,5.0,51,Other,accessories,medium popularity
Retrorun Shoes,52.0,65.0,USD,Green,"Retrorun Shoes: From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",USA,4.5,762,Women's product,footwear,very high popularity
Classic Superlite No-Show Socks 6 Pairs,16.0,20.0,USD,Multicolor,"Classic Superlite No-Show Socks 6 Pairs: Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",USA,4.7,34,Men's product,accessories,low popularity
Runner Tee,36.0,45.0,USD,Blue,"Runner Tee: Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",USA,4.8,222,Men's product,clothing,very high popularity
Runner Tee,36.0,45.0,USD,Red,"Runner Tee: Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",USA,4.8,222,Men's product,clothing,very high popularity
Badge of Sport Tee,21.0,30.0,USD,White,"Badge of Sport Tee: Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",USA,4.7,102,Men's product,clothing,high popularity
AEROREADY 3-Stripes 8-Inch Shorts,32.0,40.0,USD,White,"AEROREADY 3-Stripes 8-Inch Shorts: Don't be fooled by their minimalist looks. Although these training shorts have streetwear appeal, they can handle HIIT and boot camp workouts. The woven fabric is light and airy, so you feel free to move. The secure waistband sits flat against your skin, minimizing adjustments through your squats and burpees. Slip your locker key into the zip pockets and get moving.",USA,4.8,667,Men's product,clothing,very high popularity
Badge of Sport Tee,21.0,30.0,USD,Grey,"Badge of Sport Tee: Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",USA,4.7,102,Men's product,clothing,high popularity
Cushioned Angle Stripe Low-Cut Socks 6 Pairs,13.0,16.0,USD,Multicolor,"Cushioned Angle Stripe Low-Cut Socks 6 Pairs: With lots of cushioning in the heel and toe and a soft, stretchy feel, these kids' socks are big on comfort. Whether they're bouncing around between classes, practice or after-school activities, their little feet will stay dry thanks to moisture-wicking yarn and a mesh upper. An adidas Badge of Sport and 3-Stripes give the socks a classic adidas feel.",USA,4.9,41,Other,accessories,low popularity
Runner Tee,36.0,45.0,USD,Burgundy,"Runner Tee: Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",USA,4.8,222,Men's product,clothing,very high popularity
Retrorun Shoes,52.0,65.0,USD,Purple,"Retrorun Shoes: From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",USA,4.5,762,Women's product,footwear,very high popularity
Relaxed Marble Wash Hat,23.0,28.0,USD,Multicolor,"Relaxed Marble Wash Hat: Sunshine and blue skies melt together like a dream. Pull on the easy-wearing cotton comfort of this adidas hat and feel the summer vibes. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,5.0,2,Men's product,accessories,low popularity
Originals Sunglasses OR0032,112.0,160.0,USD,Brown,"Originals Sunglasses OR0032: Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",USA,5.0,2,Other,accessories,low popularity
Retrorun Shoes,52.0,65.0,USD,White,"Retrorun Shoes: From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",USA,4.5,762,Women's product,footwear,very high popularity
Runner Tee,36.0,45.0,USD,White,"Runner Tee: Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",USA,4.8,222,Men's product,clothing,very high popularity
Cushioned X Mid-Crew Socks 3 Pairs,15.0,18.0,USD,Grey,"Cushioned X Mid-Crew Socks 3 Pairs: Give every workout a soft landing in these adidas crew-length training socks. Soft, stretchy yarn wicks sweat for elevated dryness. Extra cushioning in the footbed keeps you comfortable through jump rope drills and sprints.",USA,5.0,5,Men's product,accessories,low popularity
Runner Tee,36.0,45.0,USD,Grey,"Runner Tee: Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",USA,4.8,222,Men's product,clothing,very high popularity
Indicator Jacket,40.0,50.0,USD,Black,Indicator Jacket: The walk to the gym or home from the bus stop just got easier. This juniors' adidas jacket adds a layer of warmth when the sun dips behind a cloud and the wind picks up. Flip up the hood and put your hands in the kangaroo pockets. Comfort achieved.,USA,4.8,4,Other,clothing,low popularity
Relaxed Marble Wash Hat,23.0,28.0,USD,Multicolor,"Relaxed Marble Wash Hat: Feel the essence of flowing rivers and rolling hills, even on crowded city streets. Peaceful earth-inspired colors complement the easy-wearing cotton comfort of this adidas hat. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",USA,5.0,2,Men's product,accessories,low popularity
VFA Backpack,40.0,50.0,USD,Purple,"VFA Backpack: Does getting ready in the morning feel like packing for summer camp? No one else needs to know that. This adidas backpack looks refined enough to wear to work, and it holds enough to take you to the yoga studio and out with friends before you head home. Throw in your gym clothes, casual clothes and a water bottle. Tuck your phone in the media pocket so you can listen to your tunes between each stop.",USA,4.9,76,Women's product,accessories,medium popularity
